((9,[[(-10,-4),(-3,-3),(1,-7),(-2,-18)],[(-15,-7),(4,1),(-12,5),(4,6)],[(0,0),(-8,20),(0,4),(4,-4)],[(-11,1),(-2,3),(14,-9),(0,10)]]),12,12,18,21)
((5,[[(2,2),(2,-2),(0,0),(0,-4)],[(-2,-1),(-1,-2),(4,2),(1,-1)],[(-3,-3),(1,-1),(-2,-2),(0,-2)],[(0,1),(1,-4),(0,-2),(1,3)]]),5,5,10,10)
((11,[[(-16,23),(24,9),(-20,9),(10,5)],[(18,19),(-6,-7),(-18,-23),(-16,13)],[(18,5),(10,19),(18,-17),(24,7)],[(-2,-15),(26,-13),(10,-1),(-12,27)]]),16,16,20,32)
((17,[[(43,125),(278,156),(40,39),(24,-91)],[(51,-167),(26,24),(14,-187),(234,-97)],[(-121,-69),(-16,50),(279,-86),(-139,-66)],[(-75,241),(-80,-138),(85,-18),(143,-118)]]),21,21,33,41)
((9,[[(-1,-7),(3,-14),(-4,-6),(13,-6)],[(3,7),(-4,9),(-6,8),(16,-1)],[(-9,-7),(11,2),(-12,10),(-3,2)],[(-15,-7),(-2,9),(10,-4),(6,-1)]]),11,11,17,21)
((7,[[(6,9),(-1,2),(-1,0),(1,-2)],[(-1,2),(2,3),(0,7),(-6,5)],[(0,-1),(-3,8),(1,-6),(-1,4)],[(-2,-1),(1,6),(5,4),(3,-6)]]),10,10,12,16)
((14,[[(36,-61),(-9,88),(15,2),(-57,8)],[(47,-24),(36,-67),(54,-51),(-44,-19)],[(38,-12),(-4,34),(16,-70),(92,2)],[(63,55),(39,9),(-71,-21),(-25,41)]]),15,15,27,27)
((14,[[(21,-27),(115,-19),(19,27),(-3,23)],[(40,-39),(-25,32),(60,11),(87,18)],[(-18,68),(12,14),(90,-44),(-24,22)],[(76,37),(-5,-28),(24,31),(-13,-82)]]),14,14,27,29)
((9,[[(-5,-5),(-4,-9),(8,-11),(6,12)],[(-1,-13),(-6,13),(-6,-1),(-6,8)],[(9,-9),(13,-4),(-9,-8),(4,-2)],[(9,7),(-3,-4),(-9,8),(4,14)]]),9,9,17,18)
((14,[[(-66,-17),(13,-84),(-64,-20),(3,-3)],[(-52,-9),(17,10),(32,36),(33,99)],[(7,-66),(-56,43),(-52,-8),(65,1)],[(65,-18),(44,-43),(-20,80),(35,-5)]]),20,20,27,39)
((10,[[(-13,15),(-7,5),(-9,21),(3,5)],[(-5,-16),(13,4),(8,13),(-10,15)],[(-10,8),(18,-8),(0,2),(-12,-18)],[(-13,4),(-11,16),(12,-11),(-14,-1)]]),12,12,19,23)
((9,[[(-5,-2),(6,-9),(13,-10),(-4,9)],[(-1,-5),(5,-1),(-7,-11),(-11,-13)],[(14,-14),(-2,-10),(-2,2),(2,2)],[(-1,-8),(12,11),(-7,-4),(6,9)]]),12,12,17,23)
((10,[[(-2,-9),(-15,12),(3,16),(-17,4)],[(-25,-6),(-12,-1),(-8,-3),(12,1)],[(-3,13),(-15,-13),(15,-11),(-9,5)],[(-8,6),(10,-4),(-18,-4),(-18,12)]]),13,13,19,22)
((7,[[(7,3),(2,-3),(-2,2),(0,-7)],[(-1,-5),(0,-1),(6,-2),(6,-5)],[(-3,1),(-8,1),(-2,6),(2,-3)],[(3,-5),(0,7),(-6,-2),(2,-1)]]),8,8,13,16)
((13,[[(17,-38),(23,-19),(-10,68),(19,-22)],[(55,58),(-11,-17),(26,20),(-11,-14)],[(-4,-1),(7,-17),(-16,26),(-64,53)],[(-2,7),(25,77),(28,26),(-10,5)]]),14,14,25,27)
((9,[[(-11,-9),(4,0),(13,-5),(6,-8)],[(2,-10),(-16,0),(-6,-10),(4,0)],[(-12,-5),(-2,-14),(-6,9),(-1,5)],[(-1,6),(6,-2),(-7,-4),(19,3)]]),10,10,18,19)
((4,[[(2,-1),(2,1),(2,0),(-1,-1)],[(-2,0),(2,0),(0,0),(2,-2)],[(2,1),(2,-1),(-2,0),(1,1)],[(1,-1),(-1,1),(-2,-2),(0,-2)]]),5,5,8,8)
((12,[[(12,-16),(42,-32),(-2,2),(18,-24)],[(30,46),(1,-15),(-2,-24),(-15,-7)],[(8,-18),(20,9),(39,-9),(-40,5)],[(16,-6),(-24,-5),(41,-15),(36,-1)]]),16,16,24,29)
((6,[[(-5,2),(3,0),(0,1),(-5,0)],[(-5,2),(-5,0),(0,1),(3,0)],[(0,-1),(2,3),(-1,6),(2,3)],[(1,2),(1,-4),(-4,3),(1,-4)]]),6,6,10,10)
((4,[[(2,0),(0,1),(0,3),(-1,-1)],[(0,-2),(2,1),(-2,-1),(-1,-1)],[(0,2),(3,0),(1,0),(1,-1)],[(-2,0),(-1,0),(1,0),(-1,-3)]]),3,3,7,7)
((9,[[(2,8),(-8,10),(0,-10),(6,-12)],[(-4,19),(5,4),(-3,6),(0,7)],[(-5,5),(11,-13),(1,-11),(-1,-7)],[(-4,-1),(1,-4),(-7,14),(8,-13)]]),11,11,17,22)
((16,[[(86,86),(51,-31),(114,-61),(84,153)],[(70,38),(43,-39),(42,195),(92,-87)],[(-78,-166),(-67,3),(48,79),(78,113)],[(86,-58),(59,225),(22,-1),(8,-11)]]),21,21,31,41)
((8,[[(4,-10),(5,3),(1,5),(4,8)],[(-4,4),(6,2),(10,2),(-8,4)],[(5,7),(9,-4),(-2,7),(4,-4)],[(-3,-5),(7,-6),(-8,-3),(-8,0)]]),11,11,16,20)
((10,[[(2,-12),(23,13),(-7,8),(4,-7)],[(-2,-12),(1,-5),(11,-12),(24,3)],[(-20,18),(7,11),(4,1),(7,8)],[(0,2),(-11,-3),(-2,25),(15,-6)]]),13,13,19,26)
((14,[[(62,-27),(41,37),(-28,-17),(62,-62)],[(23,19),(46,-92),(-41,-41),(16,36)],[(-52,20),(-32,24),(-68,-76),(-16,-32)],[(-64,61),(23,-25),(18,35),(58,-50)]]),15,15,28,28)
((10,[[(18,6),(2,-10),(4,-20),(-12,0)],[(0,13),(-12,13),(6,-8),(9,19)],[(-11,7),(9,-21),(-6,-6),(14,8)],[(18,1),(6,-7),(6,20),(3,13)]]),13,13,20,25)
((8,[[(8,0),(2,-9),(-9,-1),(5,0)],[(4,-4),(-1,4),(-3,-9),(-6,-9)],[(4,0),(10,6),(0,8),(2,-6)],[(0,12),(-3,-3),(-2,4),(-7,-5)]]),10,10,16,20)
((16,[[(124,-73),(133,58),(107,-100),(-48,5)],[(-16,149),(-9,-38),(49,-88),(-28,175)],[(130,37),(43,-76),(-111,94),(-134,23)],[(-3,64),(122,-143),(88,71),(103,-52)]]),20,20,30,38)
((10,[[(-15,-1),(-2,-5),(-22,-16),(-5,-2)],[(7,13),(19,18),(-4,-8),(-4,-5)],[(-13,17),(10,-13),(8,-2),(15,2)],[(11,1),(-5,4),(-6,-10),(14,23)]]),17,17,19,33)
((13,[[(16,22),(29,8),(5,4),(59,55)],[(44,42),(33,32),(-23,-28),(-21,-25)],[(-4,-42),(7,70),(-13,30),(15,-13)],[(44,-6),(-9,12),(75,12),(-15,1)]]),20,20,25,39)
((6,[[(0,3),(5,0),(3,2),(4,1)],[(0,-1),(-1,4),(-2,-1),(5,-4)],[(1,-6),(4,-1),(-2,-1),(1,2)],[(1,-4),(-2,1),(5,4),(0,-1)]]),9,9,10,18)
((10,[[(13,8),(5,4),(-10,-24),(-5,-7)],[(-5,6),(15,6),(-2,12),(-5,-23)],[(18,9),(-18,-7),(0,10),(5,-11)],[(-18,-1),(-18,-5),(-8,-6),(-13,-9)]]),14,14,19,27)
((8,[[(8,0),(-2,-1),(11,7),(4,1)],[(-8,4),(-6,2),(4,4),(-2,-10)],[(4,4),(-13,-4),(-3,-5),(1,2)],[(-4,-8),(-5,-1),(2,4),(-9,7)]]),10,10,16,19)
((2,[[(-1,0),(-1,0),(0,0),(1,1)],[(1,0),(1,0),(0,0),(1,1)],[(-1,0),(1,0),(-1,-1),(0,0)],[(-1,0),(1,0),(1,1),(0,0)]]),1,1,3,3)
((5,[[(0,-2),(3,-3),(2,-1),(2,1)],[(2,2),(1,-1),(1,2),(1,-4)],[(1,3),(-1,1),(3,-3),(1,1)],[(3,-1),(-3,-1),(0,2),(2,2)]]),8,8,10,15)
((8,[[(4,-5),(0,7),(-3,2),(3,-12)],[(-14,-3),(-2,1),(-1,-4),(5,-2)],[(1,1),(13,5),(1,-5),(5,3)],[(2,2),(-2,-2),(10,-10),(-2,-6)]]),9,9,15,18)
((4,[[(1,1),(-2,2),(1,0),(-1,-2)],[(2,-2),(-2,0),(-1,-1),(1,1)],[(-1,-1),(0,0),(3,-2),(1,0)],[(-2,0),(-2,0),(0,0),(-2,2)]]),4,4,8,8)
((13,[[(42,-18),(-20,20),(-44,40),(42,2)],[(8,11),(26,-76),(-3,39),(5,0)],[(57,-34),(24,2),(31,-9),(-22,41)],[(-35,-17),(-18,6),(-22,40),(-47,45)]]),20,20,26,38)
((9,[[(10,-12),(-4,2),(0,-4),(6,14)],[(-1,4),(-18,-3),(10,2),(7,-3)],[(-9,5),(-9,7),(-12,4),(-4,10)],[(-9,-8),(2,5),(14,6),(-9,5)]]),13,13,18,24)
((7,[[(0,-7),(5,-4),(-1,6),(0,-1)],[(2,-5),(-5,-2),(-3,-4),(-6,-3)],[(1,-3),(1,7),(7,1),(-3,-3)],[(-2,-6),(-2,2),(0,-4),(8,0)]]),9,9,13,18)
((8,[[(-2,12),(-1,-8),(-1,-1),(5,4)],[(6,4),(5,-2),(3,-9),(-9,-2)],[(0,2),(-8,1),(7,5),(-8,7)],[(-4,6),(-4,9),(-9,-3),(-4,-1)]]),11,11,15,21)
((6,[[(-2,2),(3,3),(-6,0),(1,-1)],[(2,2),(-2,6),(2,2),(-2,-2)],[(2,-6),(-1,0),(-3,1),(-2,-3)],[(-2,2),(1,-2),(1,-3),(-4,-5)]]),7,7,12,13)
((11,[[(0,-22),(-5,22),(-15,-27),(-10,-1)],[(-34,-14),(-15,5),(20,6),(3,1)],[(12,6),(-15,32),(-3,21),(12,5)],[(4,4),(2,6),(12,8),(-38,18)]]),12,12,22,23)
((8,[[(-8,7),(0,-3),(-2,0),(-3,11)],[(0,-7),(-8,3),(-6,-8),(3,5)],[(2,5),(-10,-1),(-6,4),(-7,-5)],[(-8,1),(-8,3),(10,0),(3,-3)]]),8,8,15,15)
((12,[[(-3,5),(41,26),(7,-34),(4,-22)],[(17,-19),(-5,-24),(5,-32),(40,14)],[(-24,24),(16,-24),(16,24),(32,-16)],[(-12,-46),(9,-15),(31,7),(-18,-14)]]),14,14,24,26)
((15,[[(-96,29),(106,17),(-73,60),(-31,-36)],[(-55,54),(-39,76),(110,13),(-6,-85)],[(-16,-121),(46,3),(85,36),(-77,36)],[(33,28),(61,90),(32,45),(88,91)]]),18,18,28,36)
((5,[[(4,0),(1,3),(2,0),(-1,-1)],[(2,0),(-2,0),(-2,-4),(2,0)],[(-1,1),(3,2),(0,0),(4,1)],[(-1,3),(2,1),(-2,-2),(-3,0)]]),7,7,10,11)
((6,[[(-2,-1),(1,1),(-6,-2),(-4,-1)],[(-2,1),(-3,-3),(0,-4),(0,5)],[(-5,0),(-3,-3),(0,2),(1,-4)],[(5,2),(-1,-5),(-2,0),(-1,-2)]]),8,8,11,15)
((14,[[(-78,-43),(-50,-59),(1,-2),(47,-16)],[(-26,30),(62,-58),(54,2),(-42,-54)],[(63,31),(-5,-45),(-53,5),(51,-63)],[(-24,-37),(28,19),(-65,-80),(-35,-38)]]),16,16,27,31)
((11,[[(22,-9),(-2,3),(3,26),(28,1)],[(2,13),(10,33),(-15,-2),(4,-21)],[(-19,15),(17,-21),(-5,-1),(25,-9)],[(-20,18),(-4,10),(18,28),(-8,6)]]),15,15,21,26)
((12,[[(12,-28),(-20,44),(20,4),(-20,4)],[(-1,-40),(-18,-19),(-28,-31),(-1,8)],[(21,-3),(-5,1),(1,15),(37,45)],[(-26,-21),(-5,-32),(35,22),(-10,11)]]),11,11,23,23)
((7,[[(0,-5),(1,8),(2,3),(3,4)],[(0,1),(-3,2),(-2,-9),(5,2)],[(-4,7),(-3,0),(0,5),(5,2)],[(-6,-1),(-5,4),(2,-1),(-3,-6)]]),10,10,12,20)
((9,[[(-8,-4),(0,-4),(0,-16),(-4,-12)],[(-3,1),(-15,1),(-2,-8),(12,8)],[(-9,6),(13,8),(3,-7),(2,10)],[(-4,17),(-6,-1),(11,3),(-2,-6)]]),13,13,18,23)
((7,[[(2,4),(0,6),(2,0),(8,2)],[(-4,0),(1,-1),(6,8),(1,-3)],[(-3,-3),(8,-1),(2,-2),(1,6)],[(7,5),(3,-4),(0,4),(-2,3)]]),11,11,14,20)
((15,[[(61,119),(8,-64),(18,-5),(24,-99)],[(59,-41),(128,-40),(-81,54),(9,8)],[(17,91),(8,-32),(22,35),(-76,125)],[(23,25),(-56,80),(-28,143),(22,-19)]]),17,17,29,31)
((13,[[(-39,-24),(1,37),(8,-32),(-39,-46)],[(14,-65),(27,-27),(-16,32),(-32,3)],[(16,13),(-41,-59),(-8,-32),(-34,-19)],[(-15,-32),(9,-11),(-40,-56),(41,18)]]),19,19,25,37)
((12,[[(-29,-6),(-5,37),(31,-24),(-12,12)],[(11,-26),(23,-31),(15,-28),(-28,-4)],[(17,41),(-14,-4),(7,3),(-40,16)],[(14,16),(-30,-10),(14,-36),(24,-24)]]),13,13,24,26)
((12,[[(34,27),(-23,-10),(37,10),(8,7)],[(2,19),(-31,38),(-19,10),(-24,-17)],[(-9,26),(26,19),(14,-9),(27,-36)],[(0,-33),(-3,-4),(17,40),(-2,-33)]]),14,14,22,26)
((6,[[(1,3),(-1,-1),(5,3),(3,3)],[(-2,2),(-4,-4),(0,-4),(-2,2)],[(-5,-2),(-4,1),(1,2),(2,-3)],[(1,-4),(-2,3),(3,0),(-4,3)]]),7,7,11,14)
((14,[[(23,5),(87,27),(3,-3),(-55,67)],[(87,52),(0,31),(-15,46),(53,0)],[(1,26),(2,33),(83,-76),(43,10)],[(-28,64),(64,-44),(28,24),(-4,-64)]]),19,19,27,35)
((4,[[(-1,2),(-1,2),(-2,0),(-1,1)],[(0,-3),(0,1),(-2,0),(1,1)],[(0,-1),(-2,1),(2,2),(-1,1)],[(0,1),(-2,-1),(0,0),(3,1)]]),5,5,7,7)
((12,[[(4,5),(23,46),(4,-3),(37,-4)],[(19,-14),(-4,-5),(59,2),(2,-3)],[(-44,-28),(-12,-4),(4,20),(20,-20)],[(27,-7),(-31,17),(-13,1),(-7,-43)]]),14,14,23,28)
((9,[[(2,7),(-4,9),(6,7),(9,-14)],[(9,-14),(-9,-4),(-7,6),(-2,-7)],[(-2,-5),(8,13),(-14,-5),(5,-2)],[(-12,-3),(-2,-9),(0,-11),(3,-12)]]),10,10,16,16)
((8,[[(8,4),(1,-7),(4,7),(-5,-6)],[(4,0),(-9,7),(-8,1),(-3,-6)],[(-8,4),(-5,-5),(-4,5),(-7,6)],[(8,4),(5,-1),(-7,-6),(-4,7)]]),10,10,15,17)
((7,[[(-3,-7),(1,-2),(-6,-4),(-3,2)],[(-3,1),(-7,6),(2,-4),(-3,2)],[(1,1),(3,0),(2,4),(-9,4)],[(7,3),(-5,-2),(-6,0),(-1,2)]]),8,8,13,15)
((11,[[(8,-22),(4,34),(8,10),(-10,-8)],[(-25,-4),(-21,-6),(-1,12),(-28,-1)],[(8,-13),(-14,-1),(8,-37),(-11,8)],[(-25,-1),(-11,9),(15,-9),(25,-17)]]),14,14,21,25)
((8,[[(-7,-7),(-1,4),(-2,10),(-6,1)],[(-4,0),(-2,-10),(4,4),(2,-10)],[(3,-9),(-1,6),(10,-2),(4,-3)],[(-6,4),(-7,7),(-4,0),(9,-3)]]),9,9,16,17)
((12,[[(-14,-19),(-20,1),(-48,7),(-1,28)],[(10,19),(16,-25),(-12,33),(-39,0)],[(-42,-19),(16,-39),(12,-1),(7,0)],[(-13,-28),(-29,14),(13,14),(-30,-29)]]),14,14,22,25)
((17,[[(-19,-76),(56,-321),(-57,-7),(-112,54)],[(70,-249),(11,94),(-125,183),(-18,76)],[(53,-118),(-90,-81),(41,27),(92,-298)],[(-174,-105),(11,34),(-185,-205),(110,-12)]]),16,16,33,33)
((8,[[(-4,3),(-6,-3),(7,-10),(6,-1)],[(2,9),(8,3),(1,-4),(0,9)],[(0,1),(10,-1),(5,-2),(-2,-11)],[(-8,-9),(6,1),(-5,-6),(2,3)]]),9,9,14,17)
((13,[[(-9,-32),(-22,-22),(-18,-75),(-7,11)],[(14,-26),(-48,24),(10,22),(-60,16)],[(37,7),(-44,-24),(5,13),(48,42)],[(6,69),(-26,34),(13,-36),(-7,-7)]]),14,14,26,26)
((12,[[(-36,3),(-3,-21),(28,-9),(-30,-24)],[(-18,25),(41,-13),(6,21),(6,28)],[(-1,-34),(21,-15),(3,-42),(4,22)],[(3,26),(29,17),(-9,-30),(12,-34)]]),12,12,23,24)
((14,[[(71,-63),(47,-19),(32,38),(44,20)],[(38,-31),(28,-41),(-27,-55),(-88,4)],[(-48,-42),(76,66),(-46,2),(0,-8)],[(1,30),(31,-16),(-11,-89),(68,40)]]),15,15,28,30)
((11,[[(3,14),(25,-4),(16,-24),(17,-9)],[(13,14),(-9,-24),(4,20),(23,9)],[(-12,15),(-14,17),(-24,-8),(23,-5)],[(22,25),(-12,11),(4,-12),(-17,15)]]),15,15,21,29)
((16,[[(-150,-14),(-40,-74),(130,-52),(-52,-116)],[(134,-24),(-163,-71),(73,-65),(76,8)],[(-3,-27),(-18,121),(167,52),(-58,126)],[(-37,-149),(-2,-109),(-59,-48),(-86,130)]]),16,16,32,32)
((16,[[(-86,113),(124,-65),(65,-125),(12,76)],[(63,-78),(-63,52),(101,-71),(148,108)],[(64,21),(6,151),(-93,-115),(-108,68)],[(91,-150),(69,-108),(41,-83),(-92,-36)]]),16,16,31,31)
((13,[[(68,-4),(22,-4),(26,-2),(46,-16)],[(-10,18),(21,-12),(-71,-17),(37,-22)],[(24,20),(-5,-71),(-4,-26),(-27,27)],[(-6,46),(-45,4),(23,-31),(3,-50)]]),18,18,26,33)
((15,[[(-34,-38),(114,14),(-70,94),(-18,54)],[(-91,21),(-41,107),(71,63),(-41,-15)],[(69,-90),(-3,64),(67,14),(86,61)],[(-11,92),(-15,46),(-69,24),(128,-11)]]),18,18,29,33)
((7,[[(1,-2),(-5,-9),(-3,2),(-2,0)],[(-1,6),(1,-3),(3,2),(2,8)],[(3,4),(-1,-1),(7,0),(-6,-4)],[(-6,5),(-3,-1),(-2,-7),(0,-2)]]),7,7,13,13)
((10,[[(-2,13),(-10,-7),(16,-5),(14,-15)],[(-10,0),(-10,-16),(-18,8),(-6,-12)],[(-21,-2),(7,-2),(13,-8),(-17,-2)],[(9,15),(21,-5),(1,11),(-7,-9)]]),13,13,19,26)
((10,[[(4,3),(2,-1),(13,-4),(5,28)],[(7,10),(-1,28),(-2,-9),(-2,-1)],[(12,-9),(2,3),(25,4),(1,-12)],[(0,-25),(-10,11),(-7,8),(1,8)]]),11,11,18,20)
((11,[[(8,-7),(-3,33),(15,0),(24,6)],[(12,-3),(-11,17),(-21,-28),(-16,-2)],[(9,-30),(3,-19),(6,-15),(6,20)],[(15,24),(7,-11),(-16,-9),(26,8)]]),11,11,21,22)
((9,[[(-16,13),(-3,-5),(1,0),(-4,6)],[(1,0),(7,-1),(0,-21),(-2,4)],[(-3,-5),(-2,-8),(7,-1),(18,6)],[(-4,6),(18,6),(-2,4),(8,-4)]]),9,9,18,18)
((6,[[(-2,-2),(1,5),(2,1),(4,3)],[(6,2),(3,-1),(0,1),(2,3)],[(2,-2),(2,2),(4,-4),(-4,0)],[(-2,-2),(4,-2),(1,5),(-3,1)]]),8,8,12,15)
((11,[[(6,-4),(20,-33),(-19,-1),(9,-8)],[(-10,-28),(12,11),(1,27),(13,0)],[(-10,-20),(8,-5),(-3,-9),(-35,12)],[(-6,-24),(-14,-3),(5,-29),(19,-2)]]),13,13,21,26)
((10,[[(17,0),(-10,-13),(-19,2),(-10,-1)],[(19,16),(-6,17),(7,-2),(2,5)],[(-7,-4),(-14,11),(-15,-14),(14,-5)],[(-2,-7),(-7,8),(8,-11),(-23,-12)]]),14,14,18,26)
((11,[[(21,15),(5,-23),(-5,21),(-1,-19)],[(12,-18),(26,-4),(0,14),(4,26)],[(3,-20),(-4,23),(-9,18),(17,-20)],[(21,-8),(16,1),(9,-30),(7,-16)]]),13,13,21,25)
((8,[[(4,-6),(8,0),(-2,8),(6,-6)],[(-9,-5),(0,6),(1,7),(0,8)],[(3,8),(5,3),(0,7),(-10,0)],[(-3,4),(-1,-11),(-8,5),(2,4)]]),12,12,16,23)
((8,[[(0,-2),(0,1),(5,8),(-9,-9)],[(-8,0),(11,-4),(-2,-5),(-1,-5)],[(2,12),(0,3),(7,-4),(3,-5)],[(2,-6),(-3,-10),(8,-3),(5,-3)]]),13,13,15,25)
((20,[[(-439,61),(27,313),(681,297),(171,-415)],[(454,-375),(227,610),(-212,-45),(-81,-474)],[(-552,369),(195,172),(-646,-89),(231,-248)],[(112,-228),(84,-672),(8,-156),(388,-592)]]),24,24,39,49)
((8,[[(-1,4),(1,0),(15,2),(0,3)],[(-1,-4),(5,-4),(-1,2),(12,7)],[(-3,10),(-1,10),(-3,0),(6,1)],[(-8,-7),(8,7),(2,-3),(-1,-4)]]),12,12,14,20)
((11,[[(5,4),(15,-26),(-13,6),(-1,30)],[(-2,1),(-24,-9),(-32,-5),(-16,-9)],[(-3,-38),(11,8),(-17,0),(11,0)],[(15,18),(17,4),(-19,12),(17,-20)]]),12,12,20,22)
((16,[[(118,-3),(9,28),(-139,112),(72,117)],[(-41,-102),(-96,-195),(-76,1),(-17,12)],[(-36,29),(21,-58),(137,18),(-10,201)],[(110,159),(-53,-104),(55,76),(-20,-73)]]),24,24,30,46)
((19,[[(159,-373),(-342,292),(-214,261),(182,103)],[(-199,75),(-148,274),(-57,-542),(285,62)],[(-54,244),(-42,-254),(59,239),(577,45)],[(-382,-326),(-132,-376),(-220,-66),(-4,-246)]]),23,23,38,43)
((10,[[(11,12),(-5,-18),(9,2),(-15,10)],[(6,-7),(16,5),(24,-9),(0,-1)],[(10,-3),(12,-15),(-4,11),(20,3)],[(-9,22),(-5,0),(9,-8),(17,0)]]),10,10,18,21)
((17,[[(63,-111),(-99,125),(-3,-75),(-69,-281)],[(10,27),(-201,-138),(115,162),(-177,0)],[(-2,64),(16,-182),(56,-286),(-92,-14)],[(262,-203),(89,-70),(29,14),(-31,80)]]),20,20,33,39)
((11,[[(-13,19),(8,34),(-1,-13),(-8,-8)],[(-29,20),(1,-15),(-15,6),(16,8)],[(-4,-14),(6,2),(-24,14),(0,-32)],[(-7,4),(11,-21),(19,-22),(0,-24)]]),13,13,22,25)
((10,[[(-11,-15),(-3,12),(-20,10),(3,-4)],[(17,13),(1,20),(-4,2),(-1,-12)],[(3,9),(0,5),(-10,4),(-8,27)],[(-3,11),(18,-11),(-18,-8),(6,-5)]]),9,9,19,19)
((21,[[(295,497),(546,-874),(-388,274),(-141,675)],[(-266,-684),(572,-336),(974,322),(-236,102)],[(817,-302),(-278,-208),(65,-545),(-950,-119)],[(-393,558),(-666,176),(311,649),(-746,287)]]),23,23,42,45)
((24,[[(-640,980),(1910,-2834),(1508,-706),(148,-966)],[(-1550,-2686),(82,-1276),(-2059,-183),(835,-745)],[(770,-940),(-1583,-801),(1927,1684),(2365,-104)],[(1196,1698),(337,449),(-1780,119),(1928,-2291)]]),32,32,48,61)
((14,[[(49,-6),(33,-42),(-28,-101),(10,3)],[(50,63),(-50,-17),(-5,4),(-77,-34)],[(-54,-3),(-66,61),(-7,-72),(-7,-10)],[(-43,52),(-19,-48),(-10,-5),(-4,95)]]),14,14,26,28)
((7,[[(-2,-2),(7,-3),(-3,-6),(1,4)],[(0,4),(1,1),(4,3),(6,7)],[(-8,-2),(-5,3),(1,-4),(3,0)],[(0,-6),(3,5),(-4,5),(4,-1)]]),10,10,13,20)
((22,[[(-656,376),(40,432),(392,-848),(928,-1304)],[(1386,407),(573,-734),(-279,-174),(1064,-19)],[(499,821),(-1321,831),(-477,699),(307,-159)],[(691,368),(-768,-337),(1400,-733),(-611,86)]]),21,21,43,43)
((14,[[(-48,9),(-73,3),(-70,-35),(6,50)],[(33,-52),(-17,85),(-19,-30),(-54,-30)],[(-63,50),(9,-9),(-23,0),(-50,-82)],[(-4,61),(39,43),(30,-87),(22,18)]]),15,15,27,30)
((20,[[(353,-212),(163,606),(-191,-329),(-164,560)],[(-72,24),(-328,-648),(-112,-224),(-32,672)],[(-135,838),(327,76),(-5,-383),(252,72)],[(-55,-387),(-63,-103),(94,-828),(220,-372)]]),28,28,40,53)
((21,[[(-317,1212),(562,-51),(-434,61),(-99,-86)],[(334,-281),(939,-256),(67,-788),(468,-339)],[(-52,-519),(713,246),(-391,1034),(162,-89)],[(56,-249),(511,38),(31,-238),(-1158,609)]]),24,24,40,47)
((10,[[(-1,10),(-8,9),(3,2),(-21,-18)],[(-7,0),(18,3),(-19,16),(-3,-4)],[(9,8),(22,-1),(9,-12),(5,-12)],[(-27,0),(6,-5),(5,-12),(-7,4)]]),14,14,18,26)
((9,[[(4,4),(-4,-12),(-4,-12),(12,-4)],[(11,2),(-6,15),(6,-5),(7,4)],[(-9,7),(1,7),(-15,-1),(5,9)],[(0,15),(5,4),(1,-8),(-10,-9)]]),8,8,17,17)
